Namn,Alternativt namn,BBR-ID,RAÄ-UUID,Objekttyp,Kommun,Län,Skyddstyp,Wikidata-sökning
Landsorts kapell,,B2025:9808,87fa2da8-8dc3-4c49-8024-5df37ebd2d91,Byggnad,Nynäshamn,Stockholm,Kyrkligt kulturminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:9808
,,B2025:49892,8825b5d5-c4ec-4885-b93b-0de648d675cb,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49892
Seglarstaden,,B2025:50097,89d46e4f-0abd-4cf7-8d2d-f82e39aca9ea,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50097
,,B2025:50032,89ea94dc-467e-488a-b822-79c79303d4b6,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50032
,,B2025:50041,8af19b8c-1449-4afa-bbd1-4438bc8d6d1e,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50041
,,B2025:49868,8b7febc8-6c41-4703-9288-bb08b11d5158,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49868
,,B2025:49999,8b9c9118-6481-44b8-9448-e6881584a3bf,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49999
,,B2025:49959,8c83c850-e535-4ec0-85f3-7b68059ed128,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49959
Förläggning,,B2025:58158,8cb8fc61-60ea-4d7f-ba9d-f6f4e34c0c86,Byggnad,Nynäshamn,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58158
Seglarstaden,,B2025:50098,8cbbd886-950a-45ed-a356-32f053ee413c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50098
,,B2025:49994,8d0833b7-8ef1-48d6-ab47-5e15b925383e,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49994
,,B2025:49556,8d3c5e8c-ba2f-4c4c-a35e-72ed99bce268,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49556
Arbetarbostad,,B2025:9418,8d71e6d0-5032-4d18-83a7-583163f4a56c,Byggnad,Haninge,Stockholm,Byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:9418
,,B2025:49517,8d803ef9-a892-48fb-818a-83350c439602,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49517
,,B2025:49963,8dafb208-e7ad-4c51-84ce-2cabc79ec260,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49963
Seglarstaden,,B2025:50093,8dce4927-99ea-4ade-b1cd-2c7049da0d08,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50093
Sjömålspjäs,,B2025:58142,8e1ca564-14f2-4c54-a5a1-44e38db19052,Byggnad,Nynäshamn,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58142
,,B2025:49954,8e2cfe60-e40f-4cff-9988-7eff292f079f,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49954
Pegelhuset,Gula huset,B2025:58187,8f3754c7-1aed-4ed1-abd0-61bad311cfd6,Anläggning,Nynäshamn,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58187
,,B2025:49991,903a02eb-ebe4-4d83-8b45-dcf23930cc84,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49991
,,B2025:50021,9064d742-97f8-40c9-bbe8-b1d98d0ff015,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50021
,,B2025:49970,90693abe-32f4-4cc2-8af2-717d4f97a20f,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49970
,,B2025:49911,90f11e7b-bae9-4ddf-97d3-529b159cee95,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49911
,,B2025:49965,91f01150-e070-4392-ab35-cc3143dd0061,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49965
,,B2025:49925,9219cedc-c227-4138-ae6f-69b30b2afb9f,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49925
,,B2025:49942,922e4aae-3c6f-4557-999c-3809d74d7221,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49942
,,B2025:49508,928fe898-8ada-4dd1-964b-f81aefcd733e,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49508
,,B2025:49809,9361dcb4-75ee-4592-b6d9-aa80c11851a9,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49809
,,B2025:49877,93ca7b6c-3f25-4277-9892-2f13c992c5d8,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49877
,,B2025:86148,942b902d-055c-4f67-b0e7-60f88803b491,Område,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:86148
,,B2025:49720,94ca437b-d7fe-4eb3-832e-4bf3eaf6f1a5,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49720
,,B2025:50050,9658a32b-ffd3-412e-88d2-b74a36c0287b,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50050
,,B2025:50010,97d7c516-4663-4684-835c-408789214cd7,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50010
,,B2025:49897,9922722c-fc91-478d-ae86-b5753591a4f0,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49897
,,B2025:50025,9abeace5-33af-4d01-856c-4a0bdd5ff601,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50025
,,B2025:49870,9ac6bcd9-035e-4052-b78b-a806cac0cd24,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49870
Arbetarbostad,,B2025:9425,9ba9d790-00e9-4363-a4d3-24473e443e45,Byggnad,Haninge,Stockholm,Byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:9425
Seglarstaden,,B2025:50101,9c00c67e-6c20-4cb4-8335-579e577e4d5c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50101
,,B2025:49770,9c706b3d-6c50-4b7a-a6ee-197def85af98,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49770
,,B2025:84609,9d252443-6c45-4f41-b731-d58b90e3e580,Område,Haninge,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:84609
,,B2025:49685,9db3fd8d-c96d-402d-b587-b97f92f3ab66,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49685
Arbetarbostad,,B2025:9422,9de3e1a6-9362-43ce-b8f8-f3f0ea44101d,Byggnad,Haninge,Stockholm,Byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:9422
Övre vaktstugan,Australia,B2025:13104,9e620f1a-6918-4b97-8bef-3d5bfccbd4bc,Byggnad,Värmdö,Stockholm,Byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:13104
,,B2025:49934,9e7d74d5-416d-4b29-a919-2b8fb760e075,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49934
,,B2025:49915,9f4cb967-90f9-442d-8a62-fbadec04da62,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49915
,,B2025:49493,9fb4ee43-2f54-4ffa-ac72-9cf53896fcf3,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49493
Sundbergska gården,,B2025:49998,9ff6f74f-8cbb-4a4f-9555-d457bb14d8be,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49998
,,B2025:50020,a0817f0a-7719-47a2-84e8-d18820ae49e0,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50020
,,B2025:49501,a0cba1b2-ffd1-40bf-9e1e-0b9ac2a17f4c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49501
,,B2025:49494,a23cb4b3-4bbc-42bb-93a4-9cea5450c3c7,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49494
Arbetarbostad,,B2025:9419,a28266f9-fbc8-4bc0-8506-70d1f79790d2,Byggnad,Haninge,Stockholm,Byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:9419
,,B2025:49524,a3a4c602-aa69-484c-8044-a4b2ed39b019,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49524
,,B2025:49698,a3ffa442-0ed9-4175-8f9f-b4396b327875,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49698
,,B2025:49880,a4116490-c0bb-4983-8bf6-358b27d878ba,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49880
,,B2025:49961,a458187c-b7d2-49c4-a9a1-45861d1640e0,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49961
,,B2025:49950,a5b08ec5-0562-45c0-84a0-9526edb47627,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49950
Arholma båk,"Arholma, båk",B2025:12305,a66ab3fc-1ea3-49f6-9714-340a544edadf,Anläggning,Norrtälje,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:12305
,,B2025:49929,a67d5d59-09cb-4e6e-bca1-8422e595b1de,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49929
Sjöbergsgården,,B2025:49984,a68e1643-f278-4f12-8266-e7586962384b,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49984
,,B2025:49811,a68fe81d-035e-4252-97b0-c0ecd23ed75d,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49811
,,B2025:49947,a6ae1595-39d5-41a4-972b-ce92b071f561,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49947
,,B2025:49939,a6b68f24-7367-4007-a866-e917a5ff6a8e,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49939
,,B2025:49570,a71e50d7-6420-4433-9846-726dff575a97,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49570
,,B2025:49507,a75ff5dc-a0a0-40e0-8aef-cbd839ff249c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49507
,,B2025:49503,a7a293dc-5aee-42d5-ac1b-2a525ac4407e,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49503
Kulsprutevärn,,B2025:58153,a7e47ab4-c32e-4fe9-9c8c-3bc37877ffe5,Byggnad,Nynäshamn,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58153
,,B2025:49909,a800b5ba-97f3-46c1-9548-eafdf10d6a91,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49909
Runmarö kapell,,B2025:44665,a8500c85-886e-494b-bdcd-c51669527e0a,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:44665
,,B2025:49988,aa7b5af9-5b07-42de-980a-79bbb0681381,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49988
,,B2025:50002,aae5fff2-c22c-4ba4-9983-58ec3d376976,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50002
Seglarstaden,,B2025:50079,ab987da7-4d2f-4a2e-a2cc-81b762b6528e,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50079
,,B2025:49987,ac0f3956-c63e-487a-b061-a7804e2dbaab,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49987
,,B2025:49906,ac880668-9c0f-404b-9e6f-ecc070f30143,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49906
,,B2025:49921,acfa38d3-bfea-4f96-acf9-95106fe99dc9,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49921
Lusthus,,B2025:13106,ad416992-0cff-4e33-b39e-16d5a6235145,Byggnad,Värmdö,Stockholm,Byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:13106
,,B2025:49869,ad498a8a-f33a-4667-b61b-c67803bb347a,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49869
,,B2025:49577,ada25f57-1590-4d6f-996b-f5de85b9ed88,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49577
,,B2025:50044,ade5aa6f-ac16-4dce-b516-18a5193a5845,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50044
,,B2025:49723,ae4b979a-6253-4049-b187-7b659fa122e5,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49723
,,B2025:49567,af83db8d-50a9-4f88-bbd6-543024454908,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49567
,,B2025:49695,b0905458-20fe-49c1-ae0c-3beff0235b11,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49695
,,B2025:49538,b0c10aba-2890-487f-808a-0ba6c9ed024c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49538
,,B2025:50007,b1024d7a-1ba3-48df-9f0d-c9e80b34aa77,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50007
,,B2025:50028,b1044924-d28c-40f2-8a8e-6b7f2615d280,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50028
Klockstapel,,B2025:13108,b1c0441e-fcff-4841-b55a-ef52bc1a7010,Anläggning,Värmdö,Stockholm,Byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:13108
,,B2025:49912,b24fa18e-69b2-4da0-9a94-d7f3a2b2d4c3,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49912
,,B2025:50037,b320de41-fcef-468a-932a-e4f95a6711a2,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50037
,,B2025:50022,b32e957b-7640-4082-b47f-a834493597e8,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50022
Lotsutkiken,,B2025:49983,b330edd6-a04a-472c-87f0-17b5d0c37b4c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49983
,,B2025:49941,b4f618dd-b1d2-4f72-9262-f71f0a8bbca7,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49941
Möja kyrka,,B2025:44662,b546c97e-f820-4845-82db-bdcc5007e70f,Byggnad,Värmdö,Stockholm,Kyrkligt kulturminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:44662
,,B2025:49822,b6fc2b93-e8cf-4a4e-9fe9-2a14253326fe,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49822
,,B2025:49871,b71685ac-8a32-4ac5-ba54-eb2b05ee1c0b,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49871
,,B2025:49512,b933d313-ce49-45d1-8c48-d99e560b75f8,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49512
Bårhus,,B2025:31863,ba6a5baa-7cf1-4498-be58-54382f48edec,Byggnad,Haninge,Stockholm,Kyrkligt kulturminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:31863
Observationsvärn och ledningsbunker,,B2025:58143,baf7ec84-4abd-43d6-89b0-9be2f5a86229,Byggnad,Nynäshamn,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58143
,,B2025:49722,bc4c6f34-1ee5-4794-8eaf-1e857840cea3,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49722
,,B2025:49823,bc53c568-4b7a-48f0-a4b8-fcce6ecbefd8,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49823
,,B2025:50008,bc68d4a1-c5ef-45b6-8534-10d4ba2fa34c,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50008
,,B2025:49940,bd0cc7e9-06a0-474c-a6ff-426823b9627a,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49940
Strålkastarvärn,,B2025:58157,bd165071-b386-4f85-ae34-b6b0609eafe3,Byggnad,Nynäshamn,Stockholm,Statligt byggnadsminne,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:58157
,,B2025:50033,be565427-b79e-4b43-bfb6-49fedcc0356d,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50033
,,B2025:49891,bf73147b-c270-435a-9a1c-ee07d505ecc8,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49891
,,B2025:49894,bfa42dc5-b95c-4eab-9bb1-17037de61d43,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49894
,,B2025:49661,c0710375-6aeb-4426-86c9-eb88c14e6235,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49661
Seglarstaden,,B2025:50084,c0ad5f4a-a6e4-48a6-905f-b558db0977a2,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50084
,,B2025:49732,c19261e0-e89b-4295-a8ac-434ece9d5810,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49732
,,B2025:49576,c1f21de3-66d5-44ba-ac0f-25b9412d9470,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49576
,,B2025:50068,c2be580e-79b8-4ee2-b4bb-14d3e18760e0,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50068
,,B2025:49943,c2cdd124-93ac-4481-8342-7105218a7567,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49943
Seglarstaden,,B2025:50073,c49e7349-9e64-480d-a29a-d0734f03bac2,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50073
,,B2025:50099,c54b8696-8d2a-4476-b2e1-f2bde2ae5c35,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50099
Seglarstaden,,B2025:50095,c6291362-1728-4a9e-849a-a3954d695430,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50095
,,B2025:49971,c67e9405-6c4f-4d80-81f9-b7339a2599f5,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49971
,,B2025:50027,c69a31dd-66d6-4b5f-83f1-44da5b0b0a3e,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50027
,,B2025:49881,c6d1cfeb-274f-44b6-bce2-4c1a03638bfc,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49881
,,B2025:81880,c80dc0de-8d5d-4a9a-b1e6-38475ba4e8aa,Område,Nynäshamn,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:81880
,,B2025:49509,c84d7429-8dc3-4541-a4b6-6f2e66d1c44d,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:49509
,,B2025:50058,c8e0ff4e-d7ad-4c15-b3bf-7354ffa88a8b,Byggnad,Värmdö,Stockholm,Identifierat kulturvärde,https://www.wikidata.org/wiki/Special:Search?search=haswbstatement:P1260=raa/bbr/B2025:50058
