OBJECTID,GEOMETRIKVALITET,LED_ID,LEDNAMN,BESKRIVNING,LEDMARKERING,LEDTYP,LEDKATEGORI,STATLIGLED,STATLIGLED_ID,SKYDDATOMRADE,SKYDDATOMRADE_ID,LEDLANGD,SHAPE.LEN,latitude_wgs84,longitude_wgs84,osm_link,osm_nearby_link
12348369,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,459.393533719163,63.0427688,12.6466022,https://www.openstreetmap.org/?mlat=63.0427688&mlon=12.6466022#map=18/63.0427688/12.6466022,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0427688,12.6466022););out center;"
12348368,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,35.1317010298391,63.0398413,12.6612806,https://www.openstreetmap.org/?mlat=63.0398413&mlon=12.6612806#map=18/63.0398413/12.6612806,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0398413,12.6612806););out center;"
12348367,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,127.936943373836,63.0463893,12.6269403,https://www.openstreetmap.org/?mlat=63.0463893&mlon=12.6269403#map=18/63.0463893/12.6269403,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0463893,12.6269403););out center;"
12348366,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,603.784621325759,63.0383601,12.6754926,https://www.openstreetmap.org/?mlat=63.0383601&mlon=12.6754926#map=18/63.0383601/12.6754926,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0383601,12.6754926););out center;"
12348365,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,16.1979172784652,63.0349658,12.700422,https://www.openstreetmap.org/?mlat=63.0349658&mlon=12.700422#map=18/63.0349658/12.700422,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0349658,12.700422););out center;"
12353315,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,42.2011227008496,63.0336037,12.7084493,https://www.openstreetmap.org/?mlat=63.0336037&mlon=12.7084493#map=18/63.0336037/12.7084493,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0336037,12.7084493););out center;"
12353313,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,226.899632579891,63.0523027,12.6090735,https://www.openstreetmap.org/?mlat=63.0523027&mlon=12.6090735#map=18/63.0523027/12.6090735,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0523027,12.6090735););out center;"
12353312,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,23.7296316332555,63.0272999,12.7552019,https://www.openstreetmap.org/?mlat=63.0272999&mlon=12.7552019#map=18/63.0272999/12.7552019,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0272999,12.7552019););out center;"
12353311,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,131.959022305032,63.0427688,12.6466022,https://www.openstreetmap.org/?mlat=63.0427688&mlon=12.6466022#map=18/63.0427688/12.6466022,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0427688,12.6466022););out center;"
12353310,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,637.800821963378,63.0524786,12.5833943,https://www.openstreetmap.org/?mlat=63.0524786&mlon=12.5833943#map=18/63.0524786/12.5833943,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0524786,12.5833943););out center;"
12353309,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,41.611990186123,63.040831,12.6555309,https://www.openstreetmap.org/?mlat=63.040831&mlon=12.6555309#map=18/63.040831/12.6555309,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.040831,12.6555309););out center;"
12353308,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,1568.92399665537,63.049723,12.5600646,https://www.openstreetmap.org/?mlat=63.049723&mlon=12.5600646#map=18/63.049723/12.5600646,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.049723,12.5600646););out center;"
12353284,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,168.161621923579,63.0353018,12.6991405,https://www.openstreetmap.org/?mlat=63.0353018&mlon=12.6991405#map=18/63.0353018/12.6991405,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0353018,12.6991405););out center;"
12353283,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,486.757453067283,63.0513953,12.6141878,https://www.openstreetmap.org/?mlat=63.0513953&mlon=12.6141878#map=18/63.0513953/12.6141878,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0513953,12.6141878););out center;"
12353282,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,134.525507837999,63.0396256,12.6625994,https://www.openstreetmap.org/?mlat=63.0396256&mlon=12.6625994#map=18/63.0396256/12.6625994,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0396256,12.6625994););out center;"
12353281,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,641.479043598378,63.0452778,12.6361329,https://www.openstreetmap.org/?mlat=63.0452778&mlon=12.6361329#map=18/63.0452778/12.6361329,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0452778,12.6361329););out center;"
12353280,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,328.475485589946,63.0484519,12.6211398,https://www.openstreetmap.org/?mlat=63.0484519&mlon=12.6211398#map=18/63.0484519/12.6211398,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0484519,12.6211398););out center;"
12353279,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,2401.82438934831,63.0277739,12.7324968,https://www.openstreetmap.org/?mlat=63.0277739&mlon=12.7324968#map=18/63.0277739/12.7324968,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0277739,12.7324968););out center;"
12353278,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,696.739134846124,63.0536862,12.5956148,https://www.openstreetmap.org/?mlat=63.0536862&mlon=12.5956148#map=18/63.0536862/12.5956148,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0536862,12.5956148););out center;"
12353277,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,1146.43831219771,63.037517,12.6859048,https://www.openstreetmap.org/?mlat=63.037517&mlon=12.6859048#map=18/63.037517/12.6859048,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.037517,12.6859048););out center;"
12353276,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,394.521797950453,63.03418,12.704907,https://www.openstreetmap.org/?mlat=63.03418&mlon=12.704907#map=18/63.03418/12.704907,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.03418,12.704907););out center;"
12353275,>20-50 meter,30413044,,,Kryssmarkerad,"Skidled, Vinterled",Led på snö,Gåsen - Vålåstugorna (Z 56),Z 56,,,14226,2720.23172234616,63.0322984,12.7779816,https://www.openstreetmap.org/?mlat=63.0322984&mlon=12.7779816#map=18/63.0322984/12.7779816,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0322984,12.7779816););out center;"
12353316,>20-50 meter,30413045,,,Kryssmarkerad,Skidled,Led på snö,Stensdalen - Skaftet (led 59) (Z 57),Z 57,,,4969,4969.33331240943,63.1160615,12.7755754,https://www.openstreetmap.org/?mlat=63.1160615&mlon=12.7755754#map=18/63.1160615/12.7755754,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.1160615,12.7755754););out center;"
12351724,>20-50 meter,30413099,Vallbo - Lunndörrsstugorna,,Kryssmarkering,Skidled,Led på snö,Vallbo - Lunndörrsstugorna (justerad) (Z 64),Z 64,,,12823,157.087582195471,63.1202008,13.0680165,https://www.openstreetmap.org/?mlat=63.1202008&mlon=13.0680165#map=18/63.1202008/13.0680165,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.1202008,13.0680165););out center;"
12344789,>20-50 meter,30413099,Vallbo - Lunndörrsstugorna,,Kryssmarkering,Skidled,Led på snö,Vallbo - Lunndörrsstugorna (justerad) (Z 64),Z 64,,,12823,6412.04447770968,63.0767128,13.0831427,https://www.openstreetmap.org/?mlat=63.0767128&mlon=13.0831427#map=18/63.0767128/13.0831427,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0767128,13.0831427););out center;"
12353609,>20-50 meter,30413099,Vallbo - Lunndörrsstugorna,,Kryssmarkering,Skidled,Led på snö,Vallbo - Lunndörrsstugorna (justerad) (Z 64),Z 64,,,12823,4384.96414143013,63.1399648,13.0720994,https://www.openstreetmap.org/?mlat=63.1399648&mlon=13.0720994#map=18/63.1399648/13.0720994,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.1399648,13.0720994););out center;"
12353608,>20-50 meter,30413099,Vallbo - Lunndörrsstugorna,,Kryssmarkering,Skidled,Led på snö,Vallbo - Lunndörrsstugorna (justerad) (Z 64),Z 64,,,12823,1869.02871076795,63.1133863,13.063114,https://www.openstreetmap.org/?mlat=63.1133863&mlon=13.063114#map=18/63.1133863/13.063114,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.1133863,13.063114););out center;"
12348818,>20-50 meter,30413101,,,,Skidled,Led på snö,Staloviellekåtan - (led 64) (Lunndörrstugorna) (Z 65),Z 65,,,7452,7452.12786221326,63.0962423,13.1538049,https://www.openstreetmap.org/?mlat=63.0962423&mlon=13.1538049#map=18/63.0962423/13.1538049,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.0962423,13.1538049););out center;"
12348483,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,334.861159022213,63.9105723,13.4473057,https://www.openstreetmap.org/?mlat=63.9105723&mlon=13.4473057#map=18/63.9105723/13.4473057,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9105723,13.4473057););out center;"
12348482,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,115.253690702294,63.9260946,13.4126211,https://www.openstreetmap.org/?mlat=63.9260946&mlon=13.4126211#map=18/63.9260946/13.4126211,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9260946,13.4126211););out center;"
12348481,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,5002.70382476468,63.8803938,13.5044034,https://www.openstreetmap.org/?mlat=63.8803938&mlon=13.5044034#map=18/63.8803938/13.5044034,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.8803938,13.5044034););out center;"
12348480,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,755.171823040993,63.9285346,13.400628,https://www.openstreetmap.org/?mlat=63.9285346&mlon=13.400628#map=18/63.9285346/13.400628,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9285346,13.400628););out center;"
12348479,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,352.753564503677,63.9124222,13.436631,https://www.openstreetmap.org/?mlat=63.9124222&mlon=13.436631#map=18/63.9124222/13.436631,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9124222,13.436631););out center;"
12348478,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,36.5816863638078,63.8274695,13.4903899,https://www.openstreetmap.org/?mlat=63.8274695&mlon=13.4903899#map=18/63.8274695/13.4903899,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.8274695,13.4903899););out center;"
12348477,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,76.3522220759815,63.9121411,13.4382405,https://www.openstreetmap.org/?mlat=63.9121411&mlon=13.4382405#map=18/63.9121411/13.4382405,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9121411,13.4382405););out center;"
12348476,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,11.5112510258442,63.9120589,13.4387239,https://www.openstreetmap.org/?mlat=63.9120589&mlon=13.4387239#map=18/63.9120589/13.4387239,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9120589,13.4387239););out center;"
12348475,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,1135.40090926914,63.9383631,13.3379659,https://www.openstreetmap.org/?mlat=63.9383631&mlon=13.3379659#map=18/63.9383631/13.3379659,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9383631,13.3379659););out center;"
12348474,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,54.5470455148581,63.9139429,13.4300244,https://www.openstreetmap.org/?mlat=63.9139429&mlon=13.4300244#map=18/63.9139429/13.4300244,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9139429,13.4300244););out center;"
12348472,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,1655.67704519444,63.9081856,13.4611318,https://www.openstreetmap.org/?mlat=63.9081856&mlon=13.4611318#map=18/63.9081856/13.4611318,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9081856,13.4611318););out center;"
12352729,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,2865.05107893701,63.8389593,13.495426,https://www.openstreetmap.org/?mlat=63.8389593&mlon=13.495426#map=18/63.8389593/13.495426,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.8389593,13.495426););out center;"
12352728,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,117.70625538783,63.91184,13.4400097,https://www.openstreetmap.org/?mlat=63.91184&mlon=13.4400097#map=18/63.91184/13.4400097,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.91184,13.4400097););out center;"
12352676,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,9858.71183260779,63.7776779,13.5046106,https://www.openstreetmap.org/?mlat=63.7776779&mlon=13.5046106#map=18/63.7776779/13.5046106,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.7776779,13.5046106););out center;"
12352675,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,216.485525456288,63.9182439,13.4227046,https://www.openstreetmap.org/?mlat=63.9182439&mlon=13.4227046#map=18/63.9182439/13.4227046,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9182439,13.4227046););out center;"
12352674,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,13.9164074634943,63.9121411,13.4382405,https://www.openstreetmap.org/?mlat=63.9121411&mlon=13.4382405#map=18/63.9121411/13.4382405,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9121411,13.4382405););out center;"
12352673,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,40.8677744465965,63.9105351,13.4475315,https://www.openstreetmap.org/?mlat=63.9105351&mlon=13.4475315#map=18/63.9105351/13.4475315,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9105351,13.4475315););out center;"
12352672,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,13.0960902845086,63.9139429,13.4300244,https://www.openstreetmap.org/?mlat=63.9139429&mlon=13.4300244#map=18/63.9139429/13.4300244,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9139429,13.4300244););out center;"
12352671,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,964.169087375492,63.9005416,13.4911435,https://www.openstreetmap.org/?mlat=63.9005416&mlon=13.4911435#map=18/63.9005416/13.4911435,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9005416,13.4911435););out center;"
12352670,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,18.7594223849978,63.92973,13.3931893,https://www.openstreetmap.org/?mlat=63.92973&mlon=13.3931893#map=18/63.92973/13.3931893,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.92973,13.3931893););out center;"
12352669,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,28.6045588431285,63.9143674,13.4286308,https://www.openstreetmap.org/?mlat=63.9143674&mlon=13.4286308#map=18/63.9143674/13.4286308,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9143674,13.4286308););out center;"
12352668,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,169.097264249105,63.9271225,13.4091631,https://www.openstreetmap.org/?mlat=63.9271225&mlon=13.4091631#map=18/63.9271225/13.4091631,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9271225,13.4091631););out center;"
12352663,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,103.714413973356,63.9298278,13.391783,https://www.openstreetmap.org/?mlat=63.9298278&mlon=13.391783#map=18/63.9298278/13.391783,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9298278,13.391783););out center;"
12352662,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,8.61441937045092,63.9123921,13.4367926,https://www.openstreetmap.org/?mlat=63.9123921&mlon=13.4367926#map=18/63.9123921/13.4367926,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9123921,13.4367926););out center;"
12352661,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,81.0567466042407,63.8516906,13.5053904,https://www.openstreetmap.org/?mlat=63.8516906&mlon=13.5053904#map=18/63.8516906/13.5053904,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.8516906,13.5053904););out center;"
12352660,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,2478.55133636082,63.9332477,13.3668848,https://www.openstreetmap.org/?mlat=63.9332477&mlon=13.3668848#map=18/63.9332477/13.3668848,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9332477,13.3668848););out center;"
12352659,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,375.667834167353,63.9152887,13.4261665,https://www.openstreetmap.org/?mlat=63.9152887&mlon=13.4261665#map=18/63.9152887/13.4261665,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9152887,13.4261665););out center;"
12352658,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,886.324844183496,63.9229957,13.4173604,https://www.openstreetmap.org/?mlat=63.9229957&mlon=13.4173604#map=18/63.9229957/13.4173604,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9229957,13.4173604););out center;"
12352657,>20-50 meter,30420277,,,,"Skidled, Skoterled",Led på snö,Stor-Mjölkvattnet - Övre Oldsjön (Z 27),Z 27,,,28083,312.039014432827,63.9032713,13.4811941,https://www.openstreetmap.org/?mlat=63.9032713&mlon=13.4811941#map=18/63.9032713/13.4811941,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,63.9032713,13.4811941););out center;"
12351206,>20-50 meter,30420319,Röda stigen,"Naturstig som är markerad med röda stolpar, ca 1 km lång.",,Naturstig,Barmarksled,,,Garnanäs (2043228),2043228,1059,1058.7515538414,56.1517901,15.0865536,https://www.openstreetmap.org/?mlat=56.1517901&mlon=15.0865536#map=18/56.1517901/15.0865536,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.1517901,15.0865536););out center;"
12351207,<= 20 meter,30420321,Blåa stigen,"Blå markerad naturstig som är ca 700 m, anknyter till röda slingan.",,Naturstig,Barmarksled,,,Garnanäs (2043228),2043228,772,771.972071174183,56.1519212,15.0831322,https://www.openstreetmap.org/?mlat=56.1519212&mlon=15.0831322#map=18/56.1519212/15.0831322,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.1519212,15.0831322););out center;"
12354069,<= 20 meter,30420325,Gula stigen,"Gulmarkerad naturstig, ca 1 km, ansluter till röda stigen.",,Naturstig,Barmarksled,,,Garnanäs (2043228),2043228,1010,492.370053430678,56.1528382,15.0928221,https://www.openstreetmap.org/?mlat=56.1528382&mlon=15.0928221#map=18/56.1528382/15.0928221,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.1528382,15.0928221););out center;"
12354068,<= 20 meter,30420325,Gula stigen,"Gulmarkerad naturstig, ca 1 km, ansluter till röda stigen.",,Naturstig,Barmarksled,,,Garnanäs (2043228),2043228,1010,517.850691408358,56.1513966,15.0926373,https://www.openstreetmap.org/?mlat=56.1513966&mlon=15.0926373#map=18/56.1513966/15.0926373,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,56.1513966,15.0926373););out center;"
12354305,<= 20 meter,30409739,Vandringsled cirka 5 km,,,Vandringsled,Barmarksled,,,Bredsjömossen (2029729),2029729,5021,4180.65141366616,58.7896822,15.2004982,https://www.openstreetmap.org/?mlat=58.7896822&mlon=15.2004982#map=18/58.7896822/15.2004982,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.7896822,15.2004982););out center;"
12349566,<= 20 meter,30409739,Vandringsled cirka 5 km,,,Vandringsled,Barmarksled,,,Bredsjömossen (2029729),2029729,5021,839.99309151315,58.7822258,15.2242393,https://www.openstreetmap.org/?mlat=58.7822258&mlon=15.2242393#map=18/58.7822258/15.2242393,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,58.7822258,15.2242393););out center;"
12351192,<= 20 meter,30416582,Vandringsled Holmsjöarna,,,Vandringsled,Barmarksled,,,"Holmsjöarna (2002069), Holmsjöarna-väst (SE0620236)","2002069, SE0620236",3380,97.317454408486,60.4387125,15.5604558,https://www.openstreetmap.org/?mlat=60.4387125&mlon=15.5604558#map=18/60.4387125/15.5604558,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4387125,15.5604558););out center;"
12351372,<= 20 meter,30416582,Vandringsled Holmsjöarna,,,Vandringsled,Barmarksled,,,"Holmsjöarna (2002069), Holmsjöarna-väst (SE0620236)","2002069, SE0620236",3380,38.0508888243027,60.4379543,15.5608793,https://www.openstreetmap.org/?mlat=60.4379543&mlon=15.5608793#map=18/60.4379543/15.5608793,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4379543,15.5608793););out center;"
12351340,<= 20 meter,30416582,Vandringsled Holmsjöarna,,,Vandringsled,Barmarksled,,,"Holmsjöarna (2002069), Holmsjöarna-väst (SE0620236)","2002069, SE0620236",3380,2316.51590587784,60.4412872,15.5479378,https://www.openstreetmap.org/?mlat=60.4412872&mlon=15.5479378#map=18/60.4412872/15.5479378,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4412872,15.5479378););out center;"
12351552,>50-100 meter,30416582,Vandringsled Holmsjöarna,,,Vandringsled,Barmarksled,,,"Holmsjöarna (2002069), Holmsjöarna-väst (SE0620236)","2002069, SE0620236",3380,535.070602941815,60.4385229,15.5646539,https://www.openstreetmap.org/?mlat=60.4385229&mlon=15.5646539#map=18/60.4385229/15.5646539,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4385229,15.5646539););out center;"
12350160,>50-100 meter,30416582,Vandringsled Holmsjöarna,,,Vandringsled,Barmarksled,,,"Holmsjöarna (2002069), Holmsjöarna-väst (SE0620236)","2002069, SE0620236",3380,205.434951015033,60.4435042,15.550447,https://www.openstreetmap.org/?mlat=60.4435042&mlon=15.550447#map=18/60.4435042/15.550447,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4435042,15.550447););out center;"
12350157,>50-100 meter,30416582,Vandringsled Holmsjöarna,,,Vandringsled,Barmarksled,,,"Holmsjöarna (2002069), Holmsjöarna-väst (SE0620236)","2002069, SE0620236",3380,187.786294116748,60.4442202,15.5507703,https://www.openstreetmap.org/?mlat=60.4442202&mlon=15.5507703#map=18/60.4442202/15.5507703,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,60.4442202,15.5507703););out center;"
12350999,<= 20 meter,30416921,,,,Vandringsled,Barmarksled,,,Mellanljusnan (2026210),2026210,768,33.9516815035271,61.930772,15.5590443,https://www.openstreetmap.org/?mlat=61.930772&mlon=15.5590443#map=18/61.930772/15.5590443,"https://overpass-turbo.eu/?Q=[out:json];(nwr(around:50,61.930772,15.5590443););out center;"
