id,osm_type,lat,lon,label,island,distance_m,toilets_num,image_url,missing_tags,wikimedia_commons_title,wikimedia_commons_url,mapillary_links,access,opening_hours,fee,wheelchair,toilets:num_chambers,unisex,drinking_water,changing_table,toilets:paper_supplied,indoor,operator,website,source,wikidata,wikimedia_commons,image,mapillary,toilets:handwashing,toilets:position
2908787815,node,59.48098240000001,18.8125524,SAT Finnhamn,Finnhamn,7.3,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/SAT_Finnhamn_Idholmen_toalett_stugbyn.jpg/960px-SAT_Finnhamn_Idholmen_toalett_stugbyn.jpg,"access, opening_hours, toilets:num_chambers, drinking_water, changing_table, toilets:paper_supplied, indoor, website, source",,,[],,,no,no,,yes,,,,,Skärgårdsstiftelsen,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/SAT_Finnhamn_Idholmen_toalett_stugbyn.jpg/960px-SAT_Finnhamn_Idholmen_toalett_stugbyn.jpg,,no,
2908787816,node,59.4789819,18.8133827,SAT Finnhamn,Finnhamn,2.2,1,,"access, opening_hours, toilets:num_chambers, unisex, drinking_water, changing_table, toilets:paper_supplied, indoor, operator, website, source",,,[],,,no,no,,,,,,,,,,,,,,,
2943477509,node,59.03638039999999,18.519132,SAT Fjärdlång,Fjärdlång,5.0,1,,"access, opening_hours, fee, wheelchair, toilets:num_chambers, unisex, drinking_water, changing_table, toilets:paper_supplied, indoor, operator, website, source",,,[],,,,,,,,,,,,,,,,,,,
2960940412,node,59.85984110000001,19.1225337,SAT Arholma,Arholma,22.0,1,,"opening_hours, fee, wheelchair, toilets:num_chambers, unisex, drinking_water, changing_table, toilets:paper_supplied, indoor, operator, website, source",,,[],customers,,,,,,,,,,,,,,,,,,
4239095028,node,59.4071649,18.5563732,SAT Grinda,Grinda,117.2,1,,"access, opening_hours, toilets:num_chambers, unisex, drinking_water, changing_table, toilets:paper_supplied, indoor, operator, website, source",,,[],,,no,no,,,,,,,,,,,,,,,
4239166142,node,59.4092087,18.5756034,SAT Grinda,Grinda,13.3,1,,"access, opening_hours, fee, toilets:num_chambers, unisex, drinking_water, changing_table, toilets:paper_supplied, indoor, operator, website, source",,,[],,,,no,,,,,,,,,,,,,,,
4314791694,node,58.9252493,18.1684185,SAT Rånö,Rånö,44.0,1,,"opening_hours, toilets:num_chambers, unisex, changing_table, toilets:paper_supplied, indoor, operator, website, source",,,[],yes,,no,no,,,no,,,,,,,,,,,no,seated
4962580122,node,59.0366583,18.5174209,SAT Fjärdlång,Fjärdlång,82.4,1,,"access, opening_hours, fee, wheelchair, toilets:num_chambers, unisex, drinking_water, changing_table, toilets:paper_supplied, indoor, operator, website, source",,,[],,,,,,,,,,,,,,,,,,,
4964700616,node,59.466417599999986,18.753954199999995,SAT Ingmarsö,Ingmarsö,51.8,1,,"opening_hours, fee, wheelchair, toilets:num_chambers, unisex, drinking_water, changing_table, toilets:paper_supplied, indoor, operator, website, source",,,[],yes,,,,,,,,,,,,,,,,,,
4986599082,node,59.776907599999994,19.0907483,SAT Lidö,Lidö,7.8,1,,"access, opening_hours, toilets:num_chambers, unisex, drinking_water, changing_table, toilets:paper_supplied, indoor, operator, website, source",,,[],,,no,no,,,,,,,,,,,,,,,
4986606253,node,59.77325660000001,19.079320699999997,SAT Lidö,Lidö,50.7,1,,"access, opening_hours, fee, wheelchair, toilets:num_chambers, unisex, drinking_water, changing_table, toilets:paper_supplied, indoor, website, source",,,[],,,,,,,,,,,Skärgårdsstiftelsen,,,,,,,,
5005120552,node,58.97020909999999,18.324467800000004,SAT Utö,Utö,33.6,1,,"opening_hours, fee, toilets:num_chambers, changing_table, toilets:paper_supplied, indoor, operator, website, source",,,[],customers,,,no,,yes,yes,,,,,,,,,,,,seated;urinal
5005791361,node,58.966992099999985,18.3185622,SAT Utö,Utö,19.1,1,,"opening_hours, fee, toilets:num_chambers, drinking_water, changing_table, indoor, website, source",,,[],customers,,,limited,,yes,,,yes,,Utö Camping,,,,,,,,
5005793728,node,58.9680089,18.3194495,SAT Utö,Utö,10.4,1,,"access, opening_hours, fee, wheelchair, toilets:num_chambers, unisex, drinking_water, changing_table, toilets:paper_supplied, indoor, operator, website, source",,,[],,,,,,,,,,,,,,,,,,,
5006428827,node,58.9702909,18.3247412,SAT Utö,Utö,17.2,1,,"opening_hours, fee, wheelchair, toilets:num_chambers, drinking_water, changing_table, toilets:paper_supplied, indoor, operator, website, source",,,[],yes,,,,,yes,,,,,,,,,,,,,
5009607109,node,59.48195009999999,18.8096596,SAT Finnhamn,Finnhamn,15.7,1,,"access, opening_hours, toilets:num_chambers, unisex, drinking_water, changing_table, toilets:paper_supplied, indoor, operator, website, source",,,[],,,no,no,,,,,,,,,,,,,,,
5728810295,node,58.919449900000004,18.192626700000005,SAT Ålö,Ålö,63.1,1,,"opening_hours, wheelchair, toilets:num_chambers, drinking_water, changing_table, toilets:paper_supplied, indoor, website, source",,,[],customers,,no,,,yes,,,,,Båtshaket,,,,,,,yes,
5728811148,node,58.92029519999999,18.1955009,SAT Ålö,Ålö,8.2,1,https://upload.wikimedia.org/wikipedia/commons/8/83/SAT_%C3%85l%C3%B6_2025_maj_%28241%29_toalett.jpg,"wheelchair, toilets:num_chambers, toilets:paper_supplied, indoor, website, source","Category:Ålö_brygga,_public_toilets",https://commons.wikimedia.org/wiki/Category:%C3%85l%C3%B6_brygga%2C_public_toilets,[],yes,24/7,no,,,yes,no,no,,,Skärgårdsstiftelsen,,,,"Category:Ålö_brygga,_public_toilets",https://upload.wikimedia.org/wikipedia/commons/8/83/SAT_%C3%85l%C3%B6_2025_maj_%28241%29_toalett.jpg,,,seated
